,genre_ids,ids,popularity,release_date,release_year,title,vote_average,genre,url poster1,filename,primary_color,rgb
13,28,35703,1.230026,2001-11-10,2001,Holiday in the Sun,5.4,action,http://image.tmdb.org/t/p/w500/8xSQ26sainoIRLyiNbK7ftTOGji.jpg,35703_1.jpg,peru,"(213, 137, 89)"
14,28,137997,1.000001,1979-10-14,1979,Devil's Three,0.0,action,http://image.tmdb.org/t/p/w500/eLBb5I22jMbiQQUkLF6c9hp8DDd.jpg,137997_1.jpg,wheat,"(237, 210, 166)"
15,28,111475,1.000926,1966-10-28,1966,Atout cœur à Tokyo pour OSS 117,7.0,action,http://image.tmdb.org/t/p/w500/eoyUlnJo6XAWOeYDv4DD1Gxck2q.jpg,111475_1.jpg,black,"(35, 28, 28)"
16,28,409748,1.0001520000000002,1969-05-01,1969,"Valentín Armienta, el vengador",0.0,action,http://image.tmdb.org/t/p/w500/eNlxZXAzfDzE3jWxaLt3hS4BfVy.jpg,409748_1.jpg,darkslategray,"(57, 62, 75)"
17,28,149608,1.00275,1974-07-13,1974,Prophecies of Nostradamus,3.8,action,http://image.tmdb.org/t/p/w500/jN2hWTjtuxIv8EqGb8abT5gjI8Y.jpg,149608_1.jpg,black,"(28, 23, 27)"
18,28,37437,1.1382370000000002,1969-01-01,1969,My Side of the Mountain,6.4,action,http://image.tmdb.org/t/p/w500/csixRKHnZdK1tBjLPHyxvVbcBYK.jpg,37437_1.jpg,dimgray,"(110, 112, 102)"
19,28,60099,1.000518,1967-12-16,1967,Eleven Samurai,8.0,action,http://image.tmdb.org/t/p/w500/5ORtIKVDIdd56VvbGHRl9MMTyNZ.jpg,60099_1.jpg,darkslategray,"(67, 66, 66)"
20,28,360203,1.159488,2015-11-05,2015,Lost in the Sun,5.8,action,http://image.tmdb.org/t/p/w500/xtAsAVNxCI4cGjcEPbEShqu4Clt.jpg,360203_1.jpg,burlywood,"(235, 201, 149)"
21,28,151019,1.000728,1967-02-15,1967,Band of Ninja,6.0,action,http://image.tmdb.org/t/p/w500/nzkNGClP0Eqpzktn5hDeorneqlI.jpg,151019_1.jpg,black,"(40, 30, 28)"
22,28,8738,1.6638560000000002,1980-01-31,1980,The Final Countdown,6.1,action,http://image.tmdb.org/t/p/w500/4TL97w3r2QdiFA4gzfbC4o8ZpgZ.jpg,8738_1.jpg,teal,"(25, 93, 136)"
23,28,400140,1.000898,2010-09-30,2010,Caos,0.0,action,http://image.tmdb.org/t/p/w500/nqk1cKEKvkpHHeMkxE4bkYT0JkT.jpg,400140_1.jpg,darkslategray,"(71, 75, 77)"
24,28,409564,1.016491,2015-10-30,2015,Street,5.0,action,http://image.tmdb.org/t/p/w500/hem3AixCPFLncSWzAVzi5Werk4t.jpg,409564_1.jpg,lightgrey,"(205, 206, 202)"
25,28,28019,1.501264,2009-01-01,2009,"Give 'em Hell, Malone",5.9,action,http://image.tmdb.org/t/p/w500/g8g5y9AFHdrKiuota0b3XvoxX7j.jpg,28019_1.jpg,black,"(7, 7, 6)"
26,28,419544,1.120742,2016-09-29,2016,Mission Milano,6.0,action,http://image.tmdb.org/t/p/w500/kDMslj1Fz6bOQMQVRfB6bLee8MB.jpg,419544_1.jpg,silver,"(196, 198, 195)"
27,28,254904,3.003334,2014-08-27,2014,The November Man,6.0,action,http://image.tmdb.org/t/p/w500/lcg1bkriMVvc8m0jz5zk0yvzVTA.jpg,254904_1.jpg,black,"(15, 14, 14)"
28,28,329365,1.224224,2015-02-28,2015,Mobile Suit Gundam: The Origin I - Blue-Eyed Casval,5.9,action,http://image.tmdb.org/t/p/w500/op6R9xPbUsQMHphspqU32tuwdyd.jpg,329365_1.jpg,sienna,"(189, 87, 59)"
29,28,47260,1.040872,1996-01-24,1996,Caught,6.1,action,http://image.tmdb.org/t/p/w500/1UXbJIszOEalpFY0BKkRn1cRv66.jpg,47260_1.jpg,darkslategray,"(46, 43, 51)"
30,28,31778,1.001934,2000-01-01,2000,The Spreading Ground,0.0,action,http://image.tmdb.org/t/p/w500/wN3LnsOCgI7lv8nisY6T2MfkWMF.jpg,31778_1.jpg,chocolate,"(218, 97, 52)"
31,28,31947,1.617476,1986-11-21,1986,King Kong Lives,4.4,action,http://image.tmdb.org/t/p/w500/kptU0gElGNE48fKNu1d99TxPa9X.jpg,31947_1.jpg,black,"(29, 21, 29)"
32,28,71768,1.017657,1957-04-01,1957,The Guns Of Fort Petticoat,4.9,action,http://image.tmdb.org/t/p/w500/ln2XS4lXgDn7SqgEy0sd6KksMXx.jpg,71768_1.jpg,lightgrey,"(221, 202, 190)"
33,28,9595,2.51475,1991-07-31,1991,Hot Shots!,6.3,action,http://image.tmdb.org/t/p/w500/2e9g8SEXBmFysLKJZOb64ecWVTq.jpg,9595_1.jpg,steelblue,"(66, 163, 189)"
34,28,36172,1.024938,2008-01-19,2008,Negative Happy Chain Saw Edge,7.8,action,http://image.tmdb.org/t/p/w500/1BOqGWg9MWMuZd1ocjiIUefXHra.jpg,36172_1.jpg,black,"(28, 20, 22)"
35,28,175066,1.0261360000000002,1980-08-01,1980,Be Forever Yamato,0.0,action,http://image.tmdb.org/t/p/w500/fsuJfje35aSYcxEj0tBA2Ey4pDp.jpg,175066_1.jpg,darkslategray,"(33, 52, 58)"
36,28,40625,1.000225,1998-10-20,1998,criminal minds,0.0,action,http://image.tmdb.org/t/p/w500/oovgh6P9vP4NBEbCAGt3CneQHDn.jpg,40625_1.jpg,tan,"(199, 166, 156)"
37,28,69538,1.011226,2010-06-08,2010,Kung-Fu Master,5.5,action,http://image.tmdb.org/t/p/w500/dDrsoyajPCBLjJiPuObqXKgMW2v.jpg,69538_1.jpg,black,"(39, 32, 34)"
38,28,240614,1.215186,2013-12-06,2013,R... Rajkumar,6.0,action,http://image.tmdb.org/t/p/w500/sgHM7NLCXYKhLXWyAt2XbMs0b3R.jpg,240614_1.jpg,sandybrown,"(221, 155, 81)"
39,28,291015,1.058665,2016-08-01,2016,Under the Dog,0.0,action,http://image.tmdb.org/t/p/w500/51XOLy9VOV9mrsWMF2esZaqODtb.jpg,291015_1.jpg,black,"(22, 11, 12)"
40,28,296524,8.256581,2016-09-29,2016,Deepwater Horizon,6.3,action,http://image.tmdb.org/t/p/w500/7D6hM7IR0TbQmNvSZVtEiPM3H5h.jpg,296524_1.jpg,darkslategray,"(25, 39, 49)"
41,28,193299,1.001467,2012-05-13,2012,Cannon Fodder,0.0,action,http://image.tmdb.org/t/p/w500/aldHE8PUc80Vh688UwpkTmbpYmB.jpg,193299_1.jpg,indianred,"(186, 79, 75)"
42,28,31794,1.000494,2003-01-01,2003,Rotting Christ: In Domine Sathana,0.0,action,http://image.tmdb.org/t/p/w500/3S4KINMBKYm17ZRfuo4qhAA9rpX.jpg,31794_1.jpg,maroon,"(72, 26, 21)"
43,28,58284,1.081583,1986-09-20,1986,Death Shadow,9.0,action,http://image.tmdb.org/t/p/w500/qtQeNqVUviLgAOMcBsVp2cMslr4.jpg,58284_1.jpg,darkslategray,"(60, 33, 31)"
44,28,11330,1.135888,2005-08-22,2005,Pusher III: I'm the Angel of Death,6.9,action,http://image.tmdb.org/t/p/w500/jWhNokHcv84NVcUC8zL2KLXzttg.jpg,11330_1.jpg,darkslategray,"(58, 78, 108)"
45,28,287950,1.175667,2014-09-30,2014,American Muscle,2.8,action,http://image.tmdb.org/t/p/w500/4fBm5USVKw6l4hp8QbBJko72f2D.jpg,287950_1.jpg,rosybrown,"(190, 154, 121)"
46,28,1535,1.549124,2001-11-18,2001,Spy Game,6.8,action,http://image.tmdb.org/t/p/w500/hsb8hBeU3tkTX8SUYW6YYw6JPYD.jpg,1535_1.jpg,darkslategray,"(49, 41, 63)"
47,28,339562,1.0059280000000002,2015-08-06,2015,To the Fore,6.8,action,http://image.tmdb.org/t/p/w500/cwXdTVEztxdreejmpp0g896OI2i.jpg,339562_1.jpg,lightgrey,"(202, 220, 211)"
48,28,340067,1.00453,2015-06-25,2015,Intimate Enemies,7.3,action,http://image.tmdb.org/t/p/w500/ttKc1X5z8hYb0UFuPy6YaoJUvI9.jpg,340067_1.jpg,darkslategray,"(32, 33, 47)"
49,28,14609,1.240605,2006-02-21,2006,Ultimate Avengers,6.5,action,http://image.tmdb.org/t/p/w500/we6igIU5gXVwuSL6M6pJP75TwEf.jpg,14609_1.jpg,silver,"(195, 187, 195)"
50,28,363591,1.000548,1999-04-14,1999,Abel Villarama Armado,0.0,action,http://image.tmdb.org/t/p/w500/7imTNt4YaPDPhZj31wG60zJfVXy.jpg,363591_1.jpg,darksalmon,"(213, 136, 103)"
51,28,19323,1.247965,2006-06-20,2006,Superman: Brainiac Attacks,6.1,action,http://image.tmdb.org/t/p/w500/7l6hhBiM0seBVnh70uQ1uLZO7qH.jpg,19323_1.jpg,peru,"(212, 133, 83)"
52,28,408165,1.123255,2016-04-22,2016,Truy Sát,7.0,action,http://image.tmdb.org/t/p/w500/v0ahZKWOAafwotIgtRtOIcxgfzq.jpg,408165_1.jpg,silver,"(208, 194, 184)"
53,28,319787,1.0052219999999998,2015-01-21,2015,Marko Kraljevic: The Fantasy Adventure,0.0,action,http://image.tmdb.org/t/p/w500/nW793pKlxyRWRCOdBQYPL9vml1t.jpg,319787_1.jpg,darkkhaki,"(192, 162, 112)"
54,28,291356,2.027168,2016-10-21,2016,In a Valley of Violence,5.5,action,http://image.tmdb.org/t/p/w500/vt6PRYO81BUKxPFhmzg0CzOq8oo.jpg,291356_1.jpg,black,"(37, 26, 10)"
55,28,205126,1.115239,2013-06-27,2013,Independence Daysaster,4.2,action,http://image.tmdb.org/t/p/w500/hhmc1TVIsZV6HxSsB0NT4Fa3Hf5.jpg,205126_1.jpg,gainsboro,"(209, 217, 223)"
56,28,98567,1.8013549999999998,2012-12-20,2012,Chinese Zodiac,6.1,action,http://image.tmdb.org/t/p/w500/hopRos7A9Q3blAjHruyTPxpbbO2.jpg,98567_1.jpg,silver,"(203, 192, 185)"
57,28,39907,1.225179,2000-12-29,2000,Bang Rajan,6.3,action,http://image.tmdb.org/t/p/w500/kL7AtqX6iiq5Xjf8PrVb6cby45.jpg,39907_1.jpg,rosybrown,"(203, 156, 134)"
58,28,200211,1.032628,2013-06-30,2013,Knight of the Dead,3.4,action,http://image.tmdb.org/t/p/w500/8adcj5ZaFwkbdReGuL6AJqcstb.jpg,200211_1.jpg,lightgrey,"(210, 211, 200)"
59,28,64688,3.796004,2012-03-12,2012,21 Jump Street,6.7,action,http://image.tmdb.org/t/p/w500/mH6xazzfGdszadd1Xy9JgdZYvn1.jpg,64688_1.jpg,silver,"(180, 188, 194)"
60,28,385944,1.000602,1996-01-05,1996,The Method,4.5,action,http://image.tmdb.org/t/p/w500/wAEcRUQjaZyic9sKGIq4bSLFHOQ.jpg,385944_1.jpg,lightgrey,"(223, 218, 203)"
61,28,433390,1.0034809999999998,2015-05-31,2015,No Charge,10.0,action,http://image.tmdb.org/t/p/w500/nwrnF0SlLbPQSto8wLeG0KmTxbI.jpg,433390_1.jpg,lightgrey,"(208, 205, 199)"
62,28,29594,1.003218,1996-09-27,1996,Best of the Best,0.0,action,http://image.tmdb.org/t/p/w500/1azWzI2cnEZtwGRB8UQq0bk31ne.jpg,29594_1.jpg,black,"(43, 28, 26)"
63,28,9326,1.7629549999999998,1984-03-30,1984,Romancing the Stone,6.6,action,http://image.tmdb.org/t/p/w500/3TqpkTYiltYsxYatdug6WDgdRKL.jpg,9326_1.jpg,dimgray,"(104, 112, 96)"
64,28,26625,1.00423,2009-11-27,2009,The Brooklyn Heist,1.0,action,http://image.tmdb.org/t/p/w500/p1nc9rc1GVkVgPkGSCB1rQvcGgB.jpg,26625_1.jpg,darkslategray,"(31, 56, 47)"
65,28,38055,2.827146,2010-10-28,2010,Megamind,6.7,action,http://image.tmdb.org/t/p/w500/amXAUSAUrnGuLGEyc1ZNhBvgbnF.jpg,38055_1.jpg,darkslategray,"(22, 61, 93)"
66,28,81958,1.068382,2011-06-25,2011,The Chinese Man,7.0,action,http://image.tmdb.org/t/p/w500/j83ABGpq9dS6DCL6dpXuw3F661X.jpg,81958_1.jpg,black,"(33, 32, 40)"
67,28,220495,1.045291,2013-11-29,2013,Bullett Raja,5.6,action,http://image.tmdb.org/t/p/w500/nA0WE7bYWtqyi4tHqJqXqYnQ6dE.jpg,220495_1.jpg,tan,"(217, 190, 148)"
68,28,155,9.838744,2008-07-16,2008,The Dark Knight,8.1,action,http://image.tmdb.org/t/p/w500/1hRoyzDtpgMU7Dz4JF22RANzQO7.jpg,155_1.jpg,darkslategray,"(17, 35, 53)"
69,28,379089,1.010125,1991-01-24,1991,Who Cares,0.0,action,http://image.tmdb.org/t/p/w500/7jTqTSUiEV58FqYvdWgJWmwwG4U.jpg,379089_1.jpg,tan,"(212, 181, 157)"
70,28,42661,1.270736,1958-06-28,1958,The Vikings,6.7,action,http://image.tmdb.org/t/p/w500/tAar5EMLxM5xUCOWBW44T3zmLEj.jpg,42661_1.jpg,darkslategray,"(47, 65, 74)"
71,28,211387,1.596754,2013-09-08,2013,Marvel One-Shot: Agent Carter,7.5,action,http://image.tmdb.org/t/p/w500/eiw4sh6ieAVuJq6E1bSHQkZPfwm.jpg,211387_1.jpg,sandybrown,"(223, 165, 85)"
72,28,48038,1.131199,1994-12-31,1994,Evolver,5.3,action,http://image.tmdb.org/t/p/w500/kCCahOry6ipNb6gBdazFm5s5UZn.jpg,48038_1.jpg,black,"(39, 28, 29)"
73,28,31140,1.010374,2000-09-27,2000,Party 7,5.4,action,http://image.tmdb.org/t/p/w500/osXWru4BLkH81MbiZ3MKq18qgOu.jpg,31140_1.jpg,sienna,"(143, 71, 55)"
74,28,436219,1.075792,2016-12-26,2016,Master Of The Shadowless Kick: Wong Kei-Ying,4.5,action,http://image.tmdb.org/t/p/w500/q4CheCsBVmzk5oMKHaioESJtd3V.jpg,436219_1.jpg,black,"(19, 23, 24)"
75,28,325701,1.0950959999999998,2015-11-14,2015,The Kickboxer: Empire of the Dead,0.0,action,http://image.tmdb.org/t/p/w500/6n4kzHfxOUe0jfpRO1fLWNlA3Hv.jpg,325701_1.jpg,darkslategray,"(52, 48, 47)"
76,28,112774,1.000477,2003-01-21,2003,Black Listed,2.5,action,http://image.tmdb.org/t/p/w500/A6YgCbFSlG5kr8drJLFRg53rqB8.jpg,112774_1.jpg,darkslategray,"(88, 74, 74)"
77,28,195865,1.000603,2009-03-19,2009,100Volta,2.5,action,http://image.tmdb.org/t/p/w500/cbAB9ZlJZXtHL28Udg1oxUM3rmz.jpg,195865_1.jpg,indianred,"(202, 120, 89)"
78,28,26011,1.302366,1987-03-01,1987,Hard Ticket to Hawaii,4.1,action,http://image.tmdb.org/t/p/w500/gqJelQddvGQpJHZSqi4AzDz48lw.jpg,26011_1.jpg,sienna,"(122, 78, 63)"
79,28,379092,1.113546,2015-06-11,2015,A Killer of Men,0.0,action,http://image.tmdb.org/t/p/w500/nkTutUsz0ld3viE8nzSM8vooll5.jpg,379092_1.jpg,indianred,"(202, 74, 73)"
80,28,85604,1.001293,1985-01-01,1985,Lady Street Fighter,0.0,action,http://image.tmdb.org/t/p/w500/eS2S9URuWzcAf7skIO8dTfTriVT.jpg,85604_1.jpg,orange,"(249, 188, 12)"
81,28,54243,1.124809,2003-05-16,2003,Kart Racer,3.8,action,http://image.tmdb.org/t/p/w500/c3GzfBHNB35MKhlrKMPXfHih33K.jpg,54243_1.jpg,orangered,"(229, 56, 30)"
82,28,283913,1.000175,1967-08-19,1967,Kiss and Kill,0.0,action,http://image.tmdb.org/t/p/w500/9O3c2svkHMh1qU2h5twbtrFRpfj.jpg,283913_1.jpg,darkslategray,"(49, 44, 49)"
83,28,304339,1.05,1975-01-01,1975,Ponga Pandit,0.0,action,http://image.tmdb.org/t/p/w500/8UWe74Wu1DK8q9l27wemBwWgqJT.jpg,304339_1.jpg,rosybrown,"(202, 144, 118)"
84,28,241868,1.096176,2014-08-30,2014,Lupin III,5.8,action,http://image.tmdb.org/t/p/w500/wUbF9XRGpRHgSO5ftGJ9K1Bccl3.jpg,241868_1.jpg,darkslateblue,"(91, 78, 119)"
85,28,11874,1.318262,1968-10-02,1968,Ace High,6.2,action,http://image.tmdb.org/t/p/w500/l0X1DdtyRubSoljbNrcmJQGdBe4.jpg,11874_1.jpg,black,"(45, 33, 16)"
86,28,9256,1.178241,2003-02-06,2003,Kops,6.4,action,http://image.tmdb.org/t/p/w500/mkS7wjNYst3mqfUTBeghkA3pSJY.jpg,9256_1.jpg,goldenrod,"(234, 211, 58)"
87,28,436689,1.000176,1966-03-05,1966,Doctor Who: The Ark,0.0,action,http://image.tmdb.org/t/p/w500/lGpNdH6ExVDcXpBtUYrCl67HG96.jpg,436689_1.jpg,darkslategray,"(52, 69, 49)"
88,28,92694,1.000002,1990-10-11,1990,Hell's Trap,3.7,action,http://image.tmdb.org/t/p/w500/1NREET3a0O4psEoafWu32x1PFQz.jpg,92694_1.jpg,darkslateblue,"(65, 94, 124)"
89,28,300697,1.000001,1984-05-25,1984,Guards of Shaolin,4.0,action,http://image.tmdb.org/t/p/w500/6H40Ic60Tyd47pSXeTdXrPXO9uE.jpg,300697_1.jpg,tan,"(212, 186, 166)"
90,28,323675,2.39207,2016-01-14,2016,Ride Along 2,6.1,action,http://image.tmdb.org/t/p/w500/7WCPT8eXw7hzasohBfoyBTLDVG5.jpg,323675_1.jpg,darkslategray,"(43, 48, 52)"
91,28,446477,1.000001,1970-11-12,1970,Golden Eagle,0.0,action,http://image.tmdb.org/t/p/w500/6NKBVSUFX9NRW5JE7botJjoOLGC.jpg,446477_1.jpg,black,"(24, 29, 32)"
92,28,111836,1.001621,2012-05-11,2012,Gabbar Singh,5.3,action,http://image.tmdb.org/t/p/w500/2lYIz9XSTaUmiS2uKkMCpUvwzAC.jpg,111836_1.jpg,peru,"(170, 117, 69)"
93,28,189817,1.001687,2013-07-19,2013,Dragon Girls,6.9,action,http://image.tmdb.org/t/p/w500/aGNAY3peCgMTxGZVoTQIR3hUXHO.jpg,189817_1.jpg,darkslategray,"(40, 66, 54)"
94,28,92380,1.000025,1983-11-11,1983,Island Fury,5.5,action,http://image.tmdb.org/t/p/w500/aTyl25YNrhhgToyrAgKX4Pz3GE6.jpg,92380_1.jpg,peru,"(183, 113, 64)"
95,28,267189,1.000003,1989-07-05,1989,Swedish Package Holiday,0.0,action,http://image.tmdb.org/t/p/w500/ygupGOJZCXneKehUSv6vyCget0c.jpg,267189_1.jpg,gainsboro,"(233, 218, 227)"
96,28,174108,1.040311,1984-02-22,1984,Pom Pom,7.5,action,http://image.tmdb.org/t/p/w500/bmFXmqEcqPNAtdeloxWWMqqsTvF.jpg,174108_1.jpg,brown,"(166, 62, 35)"
97,28,15873,1.548855,1969-06-25,1969,The Bridge at Remagen,6.0,action,http://image.tmdb.org/t/p/w500/aDWi9Lxztr0MAJiqGJED3p3CAdg.jpg,15873_1.jpg,tan,"(203, 179, 146)"
98,28,336863,1.002608,2014-10-24,2014,Redwood,0.0,action,http://image.tmdb.org/t/p/w500/sSf50DGd2hbkW5Sn35b3kpn6NYb.jpg,336863_1.jpg,black,"(4, 4, 4)"
99,28,105048,1.000286,2005-02-28,2005,Aznar canta a Brasil,0.0,action,http://image.tmdb.org/t/p/w500/dOOPhgVmv5sNg6ATu5ejWXhk0VT.jpg,105048_1.jpg,black,"(19, 14, 14)"
100,28,25426,1.0451469999999998,2003-09-25,2003,Coronado,4.3,action,http://image.tmdb.org/t/p/w500/kLNFsw43QGEPn7YXYbMStovV5Uj.jpg,25426_1.jpg,darkslategray,"(55, 61, 59)"
101,28,38275,1.361821,1997-03-15,1997,The IRA Informant,6.8,action,http://image.tmdb.org/t/p/w500/xRTDQK1zC9POhc1QV4PVe2cmp1P.jpg,38275_1.jpg,darkslategray,"(50, 47, 48)"
102,28,92727,1.000014,1987-01-01,1987,Ninja Death,4.5,action,http://image.tmdb.org/t/p/w500/xfWEf5UoZpu4gVriyGIqVt1f98P.jpg,92727_1.jpg,dimgray,"(104, 102, 80)"
103,28,395881,1.008512,1992-05-01,1992,Come from China,9.0,action,http://image.tmdb.org/t/p/w500/1cjG6mRKOa10YHGXMHTh8AIzxZg.jpg,395881_1.jpg,orangered,"(218, 48, 13)"
104,28,39865,1.071889,1980-01-01,1980,We're Going to Eat You,5.2,action,http://image.tmdb.org/t/p/w500/oZkf9rJPmkV9U65QwMV0v81V4aW.jpg,39865_1.jpg,peru,"(212, 138, 93)"
105,28,86851,1.000004,1979-01-01,1979,Ol' Dirty Kung Fu,6.5,action,http://image.tmdb.org/t/p/w500/vV4bQHlsddWEMFIkiielRF8SqrU.jpg,86851_1.jpg,darkslategray,"(54, 37, 32)"
106,28,245928,1.334747,2013-11-14,2013,Lupin the Third: Princess of the Breeze - Hidden City in the Sky,3.0,action,http://image.tmdb.org/t/p/w500/ujfU0OQkMFZJgIvxlXHbVb8O50B.jpg,245928_1.jpg,silver,"(197, 196, 163)"
107,28,277718,1.007844,2013-11-28,2013,Doomsday Party,0.0,action,http://image.tmdb.org/t/p/w500/dD3iA3hVf8l7S8rHexA6PgyWDEa.jpg,277718_1.jpg,tan,"(208, 166, 158)"
108,28,61370,1.001752,1957-03-19,1957,Men in War,7.0,action,http://image.tmdb.org/t/p/w500/AqCPXPpjPnWdZuqv5WuoMj5rNQm.jpg,61370_1.jpg,black,"(24, 16, 11)"
109,28,65841,1.03008,2010-07-03,2010,Bayside Shakedown 3: Set the Guys Loose,4.4,action,http://image.tmdb.org/t/p/w500/aoNWUilt4JWr0fISVddFQPJel4t.jpg,65841_1.jpg,black,"(23, 20, 17)"
110,28,188661,1.0695,1975-01-01,1975,The Mark of Zorro,0.0,action,http://image.tmdb.org/t/p/w500/4FpGHEjXabd02ADqtO7B6fnWQ3Q.jpg,188661_1.jpg,antiquewhite,"(233, 232, 213)"
111,28,85436,1.000012,1980-01-01,1980,The Pilot,6.5,action,http://image.tmdb.org/t/p/w500/cANnN78xQ9NfBszQReks2N06evR.jpg,85436_1.jpg,darkslategray,"(72, 41, 35)"
112,28,148920,1.001639,2012-12-08,2012,Pacquiao vs. Marquez IV,0.0,action,http://image.tmdb.org/t/p/w500/2jPUXfRlAvHHRIN4oGF3caNvWIB.jpg,148920_1.jpg,tan,"(202, 174, 157)"
113,28,66260,1.000791,1988-04-13,1988,Guru Sishyan,9.5,action,http://image.tmdb.org/t/p/w500/AbcXvPcgIjc6Uhx2eSovw9FZkzk.jpg,66260_1.jpg,darkslategray,"(55, 47, 16)"
114,28,381148,1.116334,2016-03-03,2016,Comic 8: Casino Kings Part 2,2.5,action,http://image.tmdb.org/t/p/w500/tjZEGKAJbF5P469zYfQQbY6ABDo.jpg,381148_1.jpg,rosybrown,"(170, 150, 119)"
115,28,329502,1.008753,2014-09-19,2014,Kanunsuzlar,6.3,action,http://image.tmdb.org/t/p/w500/iobTJw8DhRlpmYkup3tS2J2JBfr.jpg,329502_1.jpg,sandybrown,"(221, 164, 103)"
116,28,76341,27.45733,2015-05-13,2015,Mad Max: Fury Road,7.2,action,http://image.tmdb.org/t/p/w500/dywDjqAJoWudjgtHHIndmY9xvj9.jpg,76341_1.jpg,burlywood,"(220, 193, 116)"
117,28,146371,1.010099,2012-11-22,2012,"Don't Cry, Mommy",6.5,action,http://image.tmdb.org/t/p/w500/sGVDjULiB6WsyMFvHGzRjApxrLf.jpg,146371_1.jpg,black,"(44, 33, 29)"
118,28,71730,1.015305,1987-01-01,1987,Watch the Shadows Dance,5.8,action,http://image.tmdb.org/t/p/w500/yd5ea98OOLD9VB6ecy95SUeIs3Q.jpg,71730_1.jpg,lightgrey,"(212, 206, 216)"
119,28,341077,1.212608,2015-08-24,2015,Tiger House,5.4,action,http://image.tmdb.org/t/p/w500/odP83vvEMsc7cKxGwsXBhA628G6.jpg,341077_1.jpg,silver,"(203, 195, 185)"
120,28,35882,1.0002030000000002,1988-07-26,1988,Terminal Entry,6.0,action,http://image.tmdb.org/t/p/w500/3E1oI9qS3YYkmxd1VCJy0OWkhY3.jpg,35882_1.jpg,tan,"(199, 173, 140)"
121,28,64994,1.0435450000000002,1981-08-19,1981,Martial Club,5.2,action,http://image.tmdb.org/t/p/w500/ymfybULlxDgANx7XUnrHa8xubhN.jpg,64994_1.jpg,brown,"(141, 29, 55)"
122,28,444480,1.010191,2016-03-01,2016,Slammed!,0.0,action,http://image.tmdb.org/t/p/w500/moNg8z90y2pNUPyNcjHx3kXbT5M.jpg,444480_1.jpg,black,"(22, 25, 28)"
123,28,306938,1.000008,1986-11-20,1986,Cobrador,0.0,action,http://image.tmdb.org/t/p/w500/7FqCv8Xix8psCBFxFlZR0j4OSDq.jpg,306938_1.jpg,darkslategray,"(47, 47, 47)"
