,genre1,genre2,genre3,genre4,genre5,ids,language,overview,popularity,poster_path,release_date,release_year,title,vote_average
14,16,18,14,10749,0,372058,ja,"High schoolers Mitsuha and Taki are complete strangers living separate lives. But one night, they suddenly switch places. Mitsuha wakes up in Taki’s body, and he in hers. This bizarre occurrence continues to happen randomly, and the two must adjust their lives around each other.",7.72511,/xq1Ugd62d23K2knRUx6xxuALTZB.jpg,2016-08-26,2016,Your Name.,8.4
15,18,36,0,0,0,68730,en,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",7.674187,/sHM6i6se7mwKGRDvW4nQC7dkeKI.jpg,2016-12-22,2016,Silence,7.1
16,18,9648,53,0,0,340676,fr,A personal shopper in Paris refuses to leave the city until she makes contact with her twin brother who previously died there. Her life becomes more complicated when a mysterious person contacts her via text message.,7.631092,/jDOWYDmJvGkVkVHf7Ru66gy6ry8.jpg,2016-10-19,2016,Personal Shopper,5.9
17,18,53,0,0,0,340666,en,"Susan Morrow receives a book manuscript from her ex-husband – a man she left 20 years earlier – asking for her opinion of his writing. As she reads, she is drawn into the fictional life of Tony Hastings, a mathematics professor whose family vacation turns violent.",7.563197,/9Moizj8qxcZK6DqEE1MTO3pQAEw.jpg,2016-11-04,2016,Nocturnal Animals,7.1
18,28,80,18,9648,53,343611,en,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.",7.423002,/IfB9hy4JH1eH6HEfIgIGORXi5h.jpg,2016-10-19,2016,Jack Reacher: Never Go Back,5.1
19,18,0,0,0,0,334543,en,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",7.383192,/dVrpKogkQCNgRjvWrXqW4ZGmPjB.jpg,2016-11-24,2016,Lion,7.9
20,12,18,14,0,0,278927,en,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",7.152906,/vOipe2myi26UDwP978hsYOrnUWC.jpg,2016-04-07,2016,The Jungle Book,6.6
21,28,12,18,0,0,290595,en,"As two evil sisters prepare to conquer the land, two renegades - Eric the Huntsman - who aided Snow White in defeating Ravenna in Snowwhite and the Huntsman, and his forbidden lover, Sara, set out to stop them.",7.109136,/b77l5vmp6PYsc98LE6Uf1mXtmHh.jpg,2016-04-06,2016,The Huntsman: Winter's War,5.8
22,28,18,10752,10749,53,369885,en,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",6.958098,/nzXzLFTnd0Zb3ExfhOxlQgizgSu.jpg,2016-11-17,2016,Allied,6.4
23,18,36,53,0,0,388399,en,"An account of Boston Police Commissioner Ed Davis's actions in the events leading up to the 2013 Boston Marathon bombing and the aftermath, which includes the city-wide manhunt to find the terrorists behind it.",6.743928,/cDbEiJIRwFcx2GsClJ1hDUY5Vwj.jpg,2016-12-12,2016,Patriots Day,6.7
24,18,10749,53,0,0,346685,en,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.",6.733319,/n8WNMt7stqHUZEE7bEtzK4FwrWe.jpg,2016-10-05,2016,The Girl on the Train,6.1
25,18,36,0,0,0,363676,en,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the frigid waters of the Hudson River, saving the lives of all 155 aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.",6.423145,/h6O5OE3ueRVdCc7V7cwTiQocI7D.jpg,2016-09-07,2016,Sully,6.9
26,37,80,18,0,0,338766,en,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,6.387835,/6YOrNBdoXvT8aC5VPLkkN6t5z0V.jpg,2016-08-12,2016,Hell or High Water,7.2
27,18,28,0,0,0,296524,en,"A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history.",6.34816,/7D6hM7IR0TbQmNvSZVtEiPM3H5h.jpg,2016-09-29,2016,Deepwater Horizon,6.3
28,35,80,18,0,0,308266,en,"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.",6.258256,/hmNzppVQq9Qj8Ai8bLIseB5gY51.jpg,2016-08-17,2016,War Dogs,6.8
29,18,53,0,0,0,302401,en,CIA employee Edward Snowden leaks thousands of classified documents to the press.,6.185034,/mWOotrG1MMKP9iCy2uPepbu27jk.jpg,2016-09-15,2016,Snowden,7.0
30,18,0,0,0,0,376867,en,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",6.103048,/qAwFbszz0kRyTuXmMeKQZCX3Q2O.jpg,2016-10-21,2016,Moonlight,7.3
31,12,35,18,10749,0,334533,en,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,5.553715,/fnaGmGCWgGOQjCpM0TqKPZJ5x85.jpg,2016-07-02,2016,Captain Fantastic,7.9
32,18,14,0,0,0,258230,en,A boy attempts to deal with his mother's illness and the bullying of his classmates by escaping to a fantastical world.,5.515464,/vdHUj9cyRe7fIYdJFMyc7elnawC.jpg,2016-10-07,2016,A Monster Calls,6.6
33,18,35,10749,0,0,339397,en,"The story of a young man who arrives in Hollywood during the 1930s hoping to work in the film industry, falls in love, and finds himself swept up in the vibrant café society that defined the spirit of the age.",5.496949,/hRrF8R32WIldNEMLOhtNrz9OfAZ.jpg,2016-05-11,2016,Café Society,6.4
34,18,10749,0,0,0,296096,en,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",5.475435,/oN5lELHH5Xheiy0YdhnY3JB4hx2.jpg,2016-06-02,2016,Me Before You,7.5
35,12,18,14,10749,53,283378,en,"Lucinda Price is sent to a reform academy under the assumption that she has killed a boy. There, she meets two mysterious boys, Cam and Daniel, to whom she feels drawn to both. But as the love triangle unfurls, it is Daniel that Luce cannot keep herself away from, and things begin to take a darker turn when she finds out his true identity.",5.305806,/v1Hv0kp8kGAPkFUIVRUrPpxH8W9.jpg,2016-11-10,2016,Fallen,6.0
36,35,18,0,0,0,376660,en,"Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis.",5.213408,/gxK80WUwkQePpXpzRdpob0i7DD5.jpg,2016-11-18,2016,The Edge of Seventeen,7.4
37,35,18,10749,0,0,370755,en,"Set in the present in Paterson, New Jersey, this is a tale about a bus driver and poet.",4.642471,/4mArxZ74xa07yvCkut5cOgdew3S.jpg,2016-11-17,2016,Paterson,7.2
38,12,18,36,0,0,271969,en,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,4.394648,/c9CoGrBA5yw8A7YBMz0hGzfzpNq.jpg,2016-08-17,2016,Ben-Hur,5.2
39,18,35,28,80,0,213681,en,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,4.235629,/4CXgye1p8Vr7taDG389QhhHDUZ4.jpg,2016-09-29,2016,Masterminds,5.6
40,80,18,53,0,0,374617,en,"Nate Foster, a young, idealistic FBI agent, goes undercover to take down a radical white supremacy terrorist group. The bright up-and-coming analyst must confront the challenge of sticking to a new identity while maintaining his real principles as he navigates the dangerous underworld of white supremacy. Inspired by real events.",4.117492,/aRRLpsusORQxOpFkZvXdk00TkoY.jpg,2016-08-19,2016,Imperium,6.4
41,18,14,10749,12,0,337556,de,"Emerald Green is the stunning conclusion to Kerstin Gier's Ruby Red Trilogy, picking up where Sapphire Blue left off, reaching new heights of intrigue and romance as Gwen finally uncovers the secrets of the time-traveling society and learns her fate.",4.104901,/9VIRyID0f42actTRCCPyN0lelKO.jpg,2016-07-07,2016,Emerald Green,6.2
42,18,0,0,0,0,376866,en,"An account of the days of First Lady, Jacqueline Kennedy, in the immediate aftermath of John F. Kennedy's assassination in 1963.",4.019646,/iMkl2Akc1f4CSJCieVwczM4KjZR.jpg,2016-12-02,2016,Jackie,6.6
43,18,0,0,0,0,393457,en,"In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",3.943454,/yZFBqealET1TunuVvu4YzcM1orT.jpg,2016-12-16,2016,Fences,6.6
44,80,18,53,0,0,325789,en,A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,3.923972,/xcyj3UUtW7banYo1iQiT4wqSPjY.jpg,2016-07-13,2016,The Infiltrator,6.6
45,80,18,0,0,0,259695,en,A story set in the Prohibition Era and centered around a group of individuals and their dealings in the world of organized crime.,3.827454,/utGq0tOcAPjm5DNMMAbDZi0JTik.jpg,2016-12-25,2016,Live by Night,6.1
46,27,18,53,0,0,332567,en,"An injured surfer stranded on a buoy needs to get back to shore, but the great white shark stalking her might have other ideas.",3.776057,/6vuxwCfBejPfUjMxrPgk0ANmVFq.jpg,2016-06-24,2016,The Shallows,6.2
47,28,16,80,18,0,382322,en,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness. Based on the graphic novel by Alan Moore and Brian Bolland.",3.657419,/zm0ODjtfJfJW0W269LqsQl5OhJ8.jpg,2016-07-21,2016,Batman: The Killing Joke,6.0
48,18,0,0,0,0,425849,en,"Felix is a friendless achiever in high school whose life changes after the arrival of the half-American Snyder brothers, entangling him in their dark ambitions.",3.654411,/qzuQ9zfeAHlUhLOZOQxVL4FmeVU.jpg,2016-11-17,2016,2 Cool 2 Be 4gotten,0.0
49,18,53,0,0,0,337674,fr,"When Michelle, the CEO of a gaming software company, is attacked in her home by an unknown assailant, she refuses to let it alter her precisely ordered life. She manages crises involving family, all the while becoming engaged in a game of cat and mouse with her stalker.",3.587706,/aRomjtoVqEZRjDHgLNvtj7c8ixG.jpg,2016-05-25,2016,Elle,6.6
50,35,18,10749,0,0,296360,en,"From Jane Austen’s novella, the beautiful and cunning Lady Susan Vernon visits the estate of her in-laws to wait out colorful rumors of her dalliances and to find husbands for herself and her daughter. Two young men, handsome Reginald DeCourcy and wealthy Sir James Martin, severely complicate her plans.",3.554809,/v1Vrrmh8CH9waRdwbRRZqKy8Jr5.jpg,2016-05-27,2016,Love & Friendship,6.5
51,80,18,53,0,0,413052,en,"Alex, an immigrant from Ukraine comes to Canada and becomes involved with an online criminal organization called Darkweb. What starts off as a way to help his parents financially, soon becomes a personal vendetta against the entire banking system, when his mother is fired from her job at the bank",3.509094,/gpYwKrP6s749b5Nzgm2174jKrpf.jpg,2016-09-15,2016,Hacker,6.9
52,28,18,53,10752,0,300671,en,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,3.450961,/m4ZfuML89Rq8gbRGdm9ncSibjlx.jpg,2016-01-13,2016,13 Hours: The Secret Soldiers of Benghazi,7.0
53,35,18,10749,14,12,347031,en,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",3.443937,/9BdJz7b4WdJul0KVu42YFEgqzyp.jpg,2016-06-24,2016,Swiss Army Man,6.8
54,10752,28,18,36,53,316152,en,True Civil War era story about a white Southerner who falls for a slave and consequently rebels against the Confederacy.,3.385006,/sxutq7sXcaMy8b4OguaWZwWrchM.jpg,2016-06-24,2016,Free State of Jones,6.6
55,80,18,9648,53,0,348668,da,"An old note is found in a bottle in Jutland which has travelled across the ocean for a long time. The note is hard to decipher, but when the Danish investigators from Section Q receive it, the odd personalities within the section find a new angle on it and try to unveil yet another old and diabolic case even though the lead is cold.",3.364981,/y6VRJI7zTQj5miEsxi2P7oakbjL.jpg,2016-03-03,2016,A Conspiracy of Faith,6.9
56,12,18,878,0,0,245703,en,A father and son go on the run after the dad learns his child possesses special powers.,3.339152,/fqIjExm1RJEkbGPtMBXnP20MmHm.jpg,2016-02-18,2016,Midnight Special,6.2
57,18,0,0,0,0,291351,en,A suicidal American befriends a Japanese man lost in a forest near Mt. Fuji and the two search for a way out.,3.242518,/fOta4nHa7yUfJJyQ1627g8wv4PG.jpg,2016-04-27,2016,The Sea of Trees,6.1
58,35,18,9648,0,0,270487,en,"Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.",3.241089,/rzMYZYphL9qrbBClQq1Jc0zPMmY.jpg,2016-02-05,2016,"Hail, Caesar!",5.7
59,18,27,53,0,0,375366,en,A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl.,3.238058,/33IDooA29ctGHNE7gQW6cwbmRP3.jpg,2016-09-23,2016,The Girl with All the Gifts,6.4
60,18,53,0,0,0,345918,en,"When his girlfriend goes missing, David must track down her whereabouts after he realizes she's not who she was pretending to be.",3.236045,/bSj0yZvTwFp2wbePQsY1hWNUgqA.jpg,2016-11-11,2016,Come and Find Me,5.7
61,18,0,0,0,0,342737,en,"In 1979 Santa Barbara, California, Dorothea Fields is a determined single mother in her mid-50s who is raising her adolescent son, Jamie, at a moment brimming with cultural change and rebellion. Dorothea enlists the help of two younger women – Abbie, a free-spirited punk artist living as a boarder in the Fields' home and Julie, a savvy and provocative teenage neighbour – to help with Jamie's upbringing.",3.219317,/9vavp7kXnLwPGfOfThJwpW0Mk4v.jpg,2016-12-25,2016,20th Century Women,7.4
62,80,18,53,0,0,340677,en,"Mike Regan is a successful, self-made man who has it all: a gorgeous wife, a beautiful teenage daughter and a sleek, state-of-the-art “smart home”. But he soon finds himself in a deadly, high-stakes game of cat-and-mouse when his I.T. consultant, Ed, starts using his skills to stalk Mike’s daughter and endanger his family, his business, and his life. In a world where there is no privacy, and personal secrets can go viral by the click of a mouse, Mike needs to rely on his old connections to defeat a new kind of nemesis.",3.200901,/46BJXoEkwu10dcZJ0psrLtCCBTP.jpg,2016-09-09,2016,I.T.,5.4
63,28,18,35,53,878,364433,it,"Enzo Ceccotti comes into contact with a radioactive substance, then accidently discovers he has superpowers. A touchy, navel-gazing introvert, he’s sure his new capabilities will do wonders for his life of crime, but that all changes when he meets Alessia, who’s convinced he’s the hero from the famous Japanese comic strip, Steel Jeeg Robot.",3.077525,/poC4JgAnZYt1aOuUpFrsPpPZTXm.jpg,2016-02-25,2016,They Call Me Jeeg Robot,7.6
64,18,53,0,0,0,329981,en,"A heart-pounding thriller about a widowed child psychologist who lives in an isolated existence in rural New England. Caught in a deadly winter storm, she must find a way to rescue a young boy before he disappears forever.",3.042052,/qXIGq6ddQhIYe4Z7A86nZ1qjUME.jpg,2016-11-11,2016,Shut In,4.6
65,35,18,0,0,0,374475,de,Without warning a father comes to visit his daughter abroad. He believes that she lost her humor and therefore surprises her with a rampage of jokes.,3.040329,/gJNjVE8WGUjiSKUtMDEvNzxR5zq.jpg,2016-07-14,2016,Toni Erdmann,7.5
66,18,53,0,0,0,376290,en,An ambitious lobbyist faces off against the powerful gun lobby in an attempt to pass gun control legislation.,3.018613,/lPgISoC37G3E2QEVtSuJ15oYlI.jpg,2016-11-25,2016,Miss Sloane,6.9
67,18,0,0,0,0,326285,en,"Set in postwar America, a man watches his seemingly perfect life fall apart as his daughter's new political affiliation threatens to destroy their family.",2.961346,/5RSZR8clQh6170hRODWH5yS9nHS.jpg,2016-10-20,2016,American Pastoral,5.8
68,18,0,0,0,0,283552,en,A lighthouse keeper and his wife living off the coast of Western Australia raise a baby they rescue from an adrift rowboat.,2.933005,/pEFRzXtLmxYNjGd0XqJDHPDFKB2.jpg,2016-09-02,2016,The Light Between Oceans,6.9
69,878,28,80,18,0,302156,en,"Bill Pope is a CIA agent on a mission in London tracking down a shadowy hacker nicknamed ""The Dutchman."" When he gets mysteriously ambushed and killed, an experimental procedure is used to transfer his memories into dangerous ex-convict Jericho Stewart. When he wakes up with the CIA agent's memories, his mission is to find The Dutchman and eliminate him before the hacker launches ICBM's and starts World War III. But complications soon arise and the mission turns personal.",2.924656,/6K5JOW6HmrwJnP0VILq667cspnS.jpg,2016-04-13,2016,Criminal,5.6
70,18,10749,0,0,0,420122,en,A self-made farmer and rice mill owner who faces a rebellion by his two sons when he installs his young mistress as the new woman of the house immediately after the death of his wife. Complicating matters further is the fact that the older son is already living with his common-law wife in the same house.,2.922604,/ehRFekWh1e2LswOXgZn926lsIje.jpg,2016-10-03,2016,Dismay,0.0
71,18,36,0,0,0,267192,en,"New York in the 1920s. Max Perkins, literary editor at Scribner’s Sons is the first to sign such subsequent literary greats as Ernest Hemingway and F. Scott Fitzgerald. When a sprawling, chaotic 1,000-page manuscript by an unknown writer named Thomas Wolfe falls into his hands, Perkins is convinced he has discovered a literary genius. Together the two men set out to work on a version for publication and a seemingly endless struggle over every single phrase ensues. During this process, Perkins the gentle family man and Wolfe the eccentric author become close – a relationship eyed with suspicion by their wives. When ‘Look Homeward, Angel’ becomes a resounding success, the writer grows increasingly paranoid.",2.917743,/nwnmZkRkXpu11Zfku8DUSRu7JWs.jpg,2016-06-10,2016,Genius,6.4
72,18,0,0,0,0,254302,en,Life for the residents of a tower block begins to run out of control.,2.892633,/hMJBkGyztfdn9YvvZtg4JZ0SUhC.jpg,2016-03-18,2016,High-Rise,5.4
73,18,0,0,0,0,340485,en,"A teenage girl with nothing to lose joins a traveling magazine sales crew, and gets caught up in a whirlwind of hard partying, law bending and young love as she criss-crosses the Midwest with a band of misfits.",2.877969,/qV2t4Eu6nMbhf6frWYnVXPqKJYT.jpg,2016-09-30,2016,American Honey,6.3
74,36,28,18,0,0,369698,ru,"Kievan Rus, late 10th century. After the death of his father, the young Viking prince Vladimir of Novgorod is forced into exile across the frozen sea.",2.874879,/2fjWShGn8U2D08fG1RUMDsYNaOR.jpg,2016-12-29,2016,Viking,4.6
75,35,18,36,0,0,319888,en,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.",2.853578,/laEdJnz9CiojWcNpqFjPKhrKuBo.jpg,2016-02-26,2016,Eddie the Eagle,7.2
76,35,18,0,0,0,403348,de,"The Hartmann family is turned upside down when mother Angelika decides to take in the refugee Diallo, against her husband's will. Amidst the typical chaos of our time, hope remains that the family finds its stability, confidence and peace again - just like the whole country.",2.848732,/nssrlrlbTnirmIMjVXACD2WNhJH.jpg,2016-11-03,2016,Welcome to the Hartmanns,6.8
77,18,53,0,0,0,331583,en,A defense attorney works to get his teenage client acquitted of murdering his wealthy father.,2.833274,/lsuLDvhGOR8JZiNHuK6yZWTc3Vs.jpg,2016-03-25,2016,The Whole Truth,6.1
78,18,12,35,0,0,371645,en,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.",2.792085,/2wxvvnHKdZRB31Drf7PbRzPb0mR.jpg,2016-03-31,2016,Hunt for the Wilderpeople,7.9
79,18,0,0,0,0,334532,en,"Four people, four extraordinary stories. All lived out within a hundred London streets.",2.775138,/ydgGjcE0PyABqmVoUjuOrseuD8V.jpg,2016-11-11,2016,100 Streets,6.2
80,35,18,0,0,0,270010,en,"Alan Clay, a struggling American businessman, travels to Saudi Arabia to sell a new technology to the King, only to be challenged by endless Middle Eastern bureaucracy, a perpetually absent monarch, and a suspicious growth on his back.",2.769565,/dDHJBd2iv7KTDzI7ybNLs31vvkM.jpg,2016-04-22,2016,A Hologram for the King,5.8
81,18,0,0,0,0,338189,fr,"Louis, a terminally ill writer, returns home after a long absence to tell his family that he is dying.",2.766349,/xTqy97V5EYtnMWWo2wVpScanpDS.jpg,2016-09-01,2016,It's Only the End of the World,7.3
82,53,18,10749,0,0,290098,ko,"Korea, 1930s. A con man hires a pickpocket to become the maid of a mysterious and fragile heiress, in an attempt to seize her wealth. But not everything goes according to plan.",2.757138,/wvzfK5QR6dGLwND8MCzWjsQWG4Q.jpg,2016-06-01,2016,The Handmaiden,7.9
83,28,18,0,0,0,323677,en,"Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend.",2.73385,/szLfTQ2vLFQkNbP3dc0pnco1rje.jpg,2016-02-19,2016,Race,7.0
84,9648,18,27,0,0,335791,en,A surrogate mother harbors a deadly secret desire for a family of her own with the husband who is expecting to raise her child.,2.727428,/goPzegO1l1z80dO5tVjDZkdmQeB.jpg,2016-09-09,2016,When the Bough Breaks,5.4
85,28,18,36,53,0,300673,en,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,2.700925,/5vfRMplGxOzMiJu0FGFCA1ic44Q.jpg,2016-01-25,2016,The Finest Hours,6.3
86,16,18,14,0,0,337703,fr,"The dialogue-less film follows the major life stages of a castaway on a deserted tropical island populated by turtles, crabs and birds.",2.663891,/1i6V1sh6NBx1YssGtuFVpm9C21b.jpg,2016-06-29,2016,The Red Turtle,7.7
87,35,18,0,0,0,303991,en,An emotionally desperate investment banker finds hope through a woman he meets in Chicago.,2.656778,/xWT9630LEKF9jEXSNjukmpl7mAH.jpg,2016-04-06,2016,Demolition,6.7
88,35,18,0,0,0,353069,en,Intersecting stories with different moms collide on Mother's Day.,2.61366,/7tgBdoplLSkHfaB523tzqLACs1Z.jpg,2016-04-28,2016,Mother's Day,5.6
89,35,18,10402,0,0,360365,es,"Shot in Spanish and localized for markets around the world, “Tini – El Gran Cambio de Violetta” is set to thrill fans with everything they loved about the worldwide Violetta phenomenon including strong musical elements with new and original tracks, exciting choreography, compelling storylines, and intriguing characters. All made bigger and better for the big screen.  The film shows how taking the role in the TV series was a pivotal moment for Tini leading to a personal ‘coming of age story’ about the young actress. In a story that reflects the teen star’s own real life, Tini will leave behind the world depicted in Violetta, striking out alone and embarking on a brand new adventure over one endless summer that will define her as a person and see her emerge as a new artist.",2.571754,/npakWGf5fWMB28wTaOEciSatNSh.jpg,2016-05-04,2016,Tini: The New Life of Violetta,6.4
90,18,0,0,0,0,339408,en,"Nat Turner, a former slave in America, leads a liberation movement in 1831 to free African-Americans in Virgina that results in a violent retaliation from whites.",2.524702,/5TV8aL6bAD3Sd337vCtwcA23caF.jpg,2016-09-09,2016,The Birth of a Nation,6.5
